,vehicle_count,average_speed,lane_occupancy,flow_rate,time_of_day,waiting_time
942,72,32.4849335,42.56934086,737,night,66.72341569
943,49,24.32571485,24.90129466,1316,morning,14.54341624
944,82,63.69329159,42.25765007,870,morning,11.90672942
945,92,83.29173288,16.13777337,1085,evening,23.4445983
946,42,71.24229601,89.17366796,613,night,9.458151972
947,92,70.56504337,7.153941548,780,evening,9.389593312
948,44,31.37189431,35.32415152,1472,evening,2.432222964
949,45,61.65765693,55.69287593,637,morning,31.66133031
950,52,54.7900676,87.36456258,1005,afternoon,73.16258089
951,69,26.49085498,78.15488889,1242,morning,34.68059009
952,94,71.52063962,2.242358405,659,evening,25.16166343
953,44,58.67476433,82.52481427,949,night,37.32183354
954,74,45.62354573,63.81200659,591,morning,101.8423073
955,37,66.42479885,13.33483983,1410,afternoon,12.30650981
956,65,52.95897009,61.74775594,553,night,16.89993472
957,59,74.02397139,81.78942174,1127,afternoon,10.11534829
958,96,87.76047128,60.21118707,1096,morning,0.505872982
959,59,44.41710495,99.91467456,1137,night,12.8049473
960,80,44.19653887,50.70034216,779,morning,2.229280771
961,111,40.18452615,67.313108,519,evening,58.64221112
962,111,50.34792539,7.037351298,780,afternoon,37.72217726
963,61,77.01989421,81.31981727,961,morning,10.87352244
964,65,28.78118686,62.41030237,1026,night,11.92243773
965,115,22.59151429,56.1242804,1124,morning,25.29143631
966,108,54.71917407,70.8808711,806,morning,47.98936803
967,101,49.25086026,56.05097618,707,morning,38.05078501
968,105,53.86095543,76.64514152,1320,evening,0.877245729
969,90,10.87115416,58.35155935,1238,evening,46.1548542
970,37,80.82605495,52.00538328,1035,morning,63.9432258
971,129,54.10614873,13.50194847,1210,night,2.825687906
972,115,98.93787559,47.18307642,945,night,44.0980709
973,58,58.27021096,53.82346617,1319,night,8.699705427
974,52,41.97134598,62.45737984,1487,evening,5.724226015
975,45,55.09913881,45.58921633,508,morning,23.5497524
976,133,79.59114269,14.66434411,644,night,24.13388688
977,109,35.59066544,15.03626209,1311,morning,19.09602272
978,71,61.68994201,72.09877495,492,afternoon,69.62344152
979,116,58.75544995,66.14472489,781,afternoon,8.296946495
980,50,61.88130011,25.94993215,1094,night,27.68011303
981,53,31.82056308,44.58575946,1164,night,15.82223113
982,129,62.75126699,30.69576825,1295,night,62.09162769
983,59,61.24654868,18.10228566,606,evening,4.27509321
984,107,81.33511225,32.61635782,564,night,2.596662595
985,91,85.45904462,26.26890675,676,morning,147.8448475
986,29,57.45905355,8.242762008,864,night,25.82593703
987,106,54.5830797,50.44865727,891,night,72.89270857
988,125,30.78829535,45.0884053,1421,night,15.73846448
989,64,46.0654332,71.460833,906,evening,27.8126104
990,118,40.88465446,62.03056686,994,night,35.53391507
991,101,69.51362359,34.33781745,527,afternoon,128.3040045
992,78,56.14650063,49.63042011,973,evening,3.58846603
993,83,30.3611353,53.60831132,579,morning,3.99842759
994,91,33.16635563,91.75486076,1266,evening,22.21996425
995,63,101.0385792,98.16943423,588,morning,1.722524117
996,80,41.42689482,81.55428015,523,afternoon,39.00127468
997,103,63.54227167,56.21045521,782,night,140.511815
998,112,50.44337548,92.81068426,923,afternoon,50.04949891
999,124,45.01311498,17.81127185,884,evening,9.269575203
1000,46,73.44888366,69.64960796,659,evening,48.21741071
1001,82,40.90617095,46.04677164,654,morning,29.65586819
1002,28,43.9605707,14.47489232,1180,evening,3.815226912
1003,103,77.49700534,7.520998717,858,evening,25.03607975
1004,72,42.30598975,48.07418371,589,morning,68.12579189
1005,108,21.87880056,23.8969204,902,afternoon,10.27145324
1006,68,27.443142,25.05062588,895,evening,32.28564445
1007,103,60.28968875,32.02168873,735,night,1.273597599
1008,97,35.9766104,71.83642189,813,evening,53.91196008
1009,91,72.59822843,16.40896016,1161,afternoon,6.917787743
1010,38,50.41877491,71.75558857,987,morning,28.14269109
1011,30,65.24657101,78.2709927,572,evening,22.28231694
1012,64,57.07640595,59.44800963,774,morning,23.83084331
1013,71,71.19556114,24.75575286,771,evening,8.780307293
1014,84,87.67485545,5.153252823,810,night,24.56893247
1015,83,61.29476233,40.79451116,667,morning,27.69578669
1016,102,60.31904764,84.74452209,915,night,16.62539434
1017,132,72.24307836,10.18702671,1220,evening,30.09249508
1018,129,38.72143175,74.48307712,763,morning,6.379977474
1019,115,60.83060448,46.7889808,1071,morning,21.55981237
1020,87,31.56129013,89.88330745,480,evening,37.84822428
1021,107,34.82184849,35.61980987,699,evening,13.76578298
1022,41,40.48484731,70.47488323,1297,night,15.88732767
1023,57,75.37168213,74.01193765,1254,evening,5.38112066
1024,102,47.19383691,19.8741713,560,evening,28.74848939
1025,52,34.38648791,15.81469257,932,afternoon,3.955214594
1026,102,65.1850805,9.273114721,639,evening,20.84294663
1027,56,17.05473938,70.15823433,1355,morning,7.08766211
1028,127,12.57798395,54.81504547,744,evening,6.474927569
1029,53,44.94097245,8.671877254,728,night,3.02212204
1030,33,44.63232805,30.83341509,1229,evening,13.26688587
1031,129,70.86879675,14.23464194,845,afternoon,60.61495048
1032,46,74.00722011,9.268102309,538,afternoon,27.85947901
1033,64,47.97001179,29.87711646,563,afternoon,45.302624
1034,106,45.83986974,9.629601202,864,morning,3.650482474
1035,120,34.47346454,26.01860013,732,afternoon,11.27635694
1036,94,47.80251842,55.27191665,1054,night,14.76080775
1037,47,0,56.09042067,1359,afternoon,58.98533588
1038,113,40.97194573,16.80023009,755,night,32.75490605
1039,57,48.38405104,19.10135192,1233,evening,20.22849502
1040,85,34.29906756,85.4971568,1007,morning,10.72091737
1041,82,37.12625583,16.69348987,765,evening,42.8071936
1042,68,44.02327462,4.574146677,756,night,65.76450875
1043,105,49.87023291,24.48208502,1440,morning,23.08870132
1044,38,67.25654019,57.64264019,575,night,1.33193064
1045,65,58.52828908,0.722446469,1121,morning,9.517513534
1046,34,67.62323778,98.49870694,1007,afternoon,41.08982186
1047,84,61.45458974,23.03896105,1143,evening,14.71119685
1048,67,52.29420245,23.81175284,899,afternoon,29.49836321
1049,34,94.63082796,73.86174997,1011,morning,22.30302431
1050,82,35.67774203,24.81790868,621,night,71.48686996
1051,84,31.73899137,39.61513757,1008,morning,11.00183203
1052,64,46.94780335,54.39186886,1228,morning,17.72088126
1053,103,48.79564437,2.187247185,1075,afternoon,2.009196841
1054,32,52.75884735,83.72926262,1083,morning,49.03686356
1055,63,30.91351229,51.20507785,1496,evening,11.82783306
1056,114,89.14540948,31.2918979,742,evening,38.39689829
1057,43,43.09379432,39.97866279,937,afternoon,0.091085548
1058,72,30.72655167,5.582472225,1374,afternoon,60.6200752
1059,108,55.28512318,71.79811032,784,evening,107.2237129
1060,33,71.91232643,53.95043989,867,afternoon,19.04412682
1061,77,82.21823626,91.39914413,1109,evening,19.7684214
1062,46,2.035196104,46.41868399,842,evening,28.74195685
1063,119,65.34561308,82.84015317,1423,afternoon,110.8004985
1064,90,85.13808827,18.83285443,1359,night,24.53272262
1065,65,38.09492493,5.650936535,957,afternoon,2.301749169
1066,103,45.36725608,94.84401238,1175,night,24.98394894
1067,124,31.02760264,25.69580872,522,afternoon,16.29260277
1068,131,38.81418168,83.35837249,837,evening,42.92109686
1069,120,28.69535847,25.73337201,1470,night,10.84367181
1070,51,68.6952497,15.58416951,1494,afternoon,77.49476235
1071,62,47.87580765,73.25308947,1363,afternoon,48.29453338
1072,57,0,77.84061301,881,evening,11.8610019
1073,125,37.94200711,84.36127356,826,night,13.01549037
1074,126,36.18683011,86.48686826,1352,afternoon,21.88294467
1075,139,67.10921392,48.31311942,947,morning,3.14725734
1076,77,48.64532621,40.02168915,1210,morning,35.14693849
1077,56,48.11123265,75.09689663,712,afternoon,28.18266138
1078,105,62.85819139,56.93863118,812,evening,11.51283141
1079,120,71.1558645,96.5284148,1412,evening,30.48714953
1080,102,55.35090802,37.58360113,641,afternoon,3.1023317
1081,98,36.91946237,4.287553086,757,afternoon,91.12873827
1082,35,19.89985281,58.93045727,1054,evening,2.079592432
1083,48,78.9997877,35.3469599,1410,evening,11.96239612
1084,69,117.7822478,34.26736736,1160,evening,105.7348559
1085,66,52.48110533,56.45190783,815,afternoon,15.24262032
1086,56,56.32789838,92.17812916,725,evening,65.04198558
1087,93,80.08378105,26.69582805,1278,afternoon,4.907326393
1088,118,15.74607503,37.95933745,728,night,2.072047542
1089,100,69.08302894,89.12496502,851,morning,3.434468875
1090,115,57.51489825,89.52191357,625,night,107.3228307
1091,94,34.61693684,23.45890698,725,morning,2.789025245
1092,50,39.59880148,70.63305872,636,afternoon,31.6439007
1093,114,23.6900392,41.55609432,1375,afternoon,17.42669051
1094,104,72.50149952,93.60005533,1458,night,59.15473047
1095,105,29.20471489,73.22453114,1085,afternoon,10.45748884
1096,126,58.24069075,49.43532753,937,afternoon,0.880154449
1097,121,17.47232033,81.74113488,1195,evening,41.42131594
1098,76,77.8894131,99.78785389,1261,night,26.65723155
1099,83,45.90265406,44.70433058,919,morning,17.1015128
1100,103,71.44448816,37.35124071,805,night,11.7032291
1101,74,45.76223916,60.70360988,539,afternoon,68.90907665
1102,93,37.86107674,68.30824701,673,afternoon,3.896414769
1103,59,23.18955022,70.44485241,1073,night,4.571979736
1104,49,71.07549427,47.35828996,661,afternoon,0.448200075
1105,109,42.72611024,33.22927819,737,afternoon,2.259931829
1106,67,55.93918914,82.19247472,853,afternoon,58.40654956
1107,131,35.84008692,95.82603084,791,evening,47.34541271
1108,38,49.65942288,86.39818533,894,afternoon,3.241646595
1109,53,54.10761631,68.23542266,1476,afternoon,45.39866093
1110,52,14.89201467,36.01501171,1106,afternoon,30.73711462
1111,100,36.35799911,62.24831258,636,afternoon,14.70546006
1112,87,81.50005745,10.11600635,694,afternoon,2.638869651
1113,93,33.65226758,53.39129728,635,afternoon,27.66562133
1114,35,68.0478348,78.12172004,762,afternoon,54.91671402
1115,78,56.52625167,25.10591468,976,morning,16.37853576
1116,108,60.22624083,50.1534269,632,night,16.56962383
1117,72,62.67510293,7.327424641,1046,morning,52.57900887
1118,102,50.4067279,83.84969703,929,afternoon,7.094208482
1119,47,38.61906992,35.02319704,660,night,5.679246742
1120,70,35.10204867,58.22078684,640,morning,35.68042237
1121,73,43.38544081,37.853484,953,night,32.05398416
1122,105,75.00989463,59.76003664,719,afternoon,72.95566464
1123,52,22.88179539,74.41979604,1195,night,12.20537951
1124,46,43.76941967,32.68146024,863,night,6.769437082
1125,88,19.70730662,51.92613744,624,night,16.80203156
1126,84,38.35709494,79.48745365,1399,night,14.52503867
1127,38,47.51536887,68.78513994,531,afternoon,83.46458007
1128,113,77.89756683,5.707296117,1014,evening,74.8874145
1129,123,80.0654948,56.87588284,1124,evening,16.76633714
1130,46,14.05228656,37.63336732,788,night,15.95612358
1131,71,19.76490962,70.87801468,907,afternoon,17.66322512
1132,100,46.68556355,1.666784059,505,afternoon,39.37966589
1133,94,65.22938215,33.05968061,1239,evening,23.95923724
1134,107,17.94384033,8.649307579,1415,afternoon,10.18713486
1135,122,42.59147491,92.04919079,1452,night,43.92503306
1136,104,70.71265008,87.64995684,1233,night,70.24882698
1137,107,73.14074861,96.80886802,1133,evening,37.94968102
1138,82,43.91216808,64.34682951,1406,afternoon,6.494435067
1139,58,9.975803552,80.70488637,590,night,47.07387974
1140,104,70.98352413,61.1868752,1402,evening,135.1628527
1141,114,31.58764132,49.20438056,609,morning,34.6702575
1142,37,60.75488586,83.38204532,803,evening,8.386901818
1143,106,32.01448408,77.61662163,605,afternoon,0.166891612
1144,122,52.01728428,73.32768083,825,morning,14.60380904
1145,100,56.20145733,89.39109224,1369,night,19.06050772
1146,116,75.6840388,92.87441756,561,afternoon,72.12341085
1147,35,21.84488268,44.52873015,912,night,29.00224778
1148,61,32.36678058,28.28213068,1033,evening,9.922686067
1149,77,82.27266425,51.17855494,1369,afternoon,35.30341362
1150,58,54.63074964,9.306619832,1165,morning,2.901579079
1151,116,32.80685317,93.81604615,1028,morning,7.202245046
1152,122,64.45984061,98.38533219,1340,night,40.93488667
1153,57,30.01620221,65.27048609,788,night,10.58176146
1154,71,53.90855185,74.6161695,1157,evening,0.949100682
1155,38,36.31330392,32.36720556,931,night,20.60112161
1156,113,74.85866832,86.62674577,1433,afternoon,32.19272561
1157,123,32.87218163,90.03025372,620,morning,46.67979892
1158,60,0,7.690225163,1265,afternoon,10.95987881
1159,48,41.02914946,13.14438681,579,evening,16.57939471
1160,64,36.656295,26.0852936,1210,morning,24.39587389
1161,73,45.11598067,70.36744729,837,night,2.328187277
1162,94,61.13930388,18.33646728,1147,morning,6.606074285
1163,53,26.36242666,22.00800991,1377,evening,13.8255666
1164,122,34.45683309,38.18635595,1145,night,9.325539694
1165,56,49.88255846,61.16363573,667,morning,18.81115587
1166,136,36.811081,97.63093648,984,morning,31.55757304
1167,126,51.30013705,78.38946939,563,morning,23.27538619
1168,67,60.75469497,55.83035167,676,night,44.64426176
1169,88,50.27124774,4.938621741,1394,evening,29.53315814
1170,79,72.00239257,51.68399138,1063,morning,10.35560824
1171,74,31.0343569,20.40851896,1195,afternoon,3.833947313
1172,33,38.42836214,30.00690507,518,night,30.62379
1173,118,79.86572791,25.08606875,768,night,7.145907589
1174,86,35.31535413,34.74481254,810,morning,11.51104802
1175,61,99.00789303,6.225978056,516,morning,47.57197633
1176,115,69.32616706,57.6837805,1297,morning,7.450531494
1177,100,33.56470111,4.575304459,725,evening,23.15501931
1178,121,61.70806575,66.05835424,1418,night,2.988791785
1179,40,55.92863334,73.08023318,1281,afternoon,16.16335521
1180,25,20.90512057,48.60640415,1023,evening,117.7792264
1181,67,80.8848968,78.12571142,523,evening,92.62412701
1182,124,66.42744168,96.7390699,1519,night,87.89513471
1183,85,79.53383766,34.00526108,556,morning,27.1280141
1184,96,70.93840547,61.89069241,596,evening,10.4736801
1185,68,56.97956468,32.37317431,1275,morning,13.15289996
1186,51,71.59740068,44.3385585,1034,night,6.921833321
1187,90,23.28090825,2.082552304,810,afternoon,3.080854134
1188,88,89.67389529,7.434988156,588,afternoon,5.548414687
1189,111,64.90347484,79.75287295,1255,afternoon,18.89173107
1190,93,10.9362936,13.99077812,630,morning,0.822071724
1191,83,20.11570865,69.91514277,1391,evening,84.00310054
1192,105,55.75393874,70.88670326,1272,afternoon,24.74028158
1193,125,32.20762379,99.6225966,1457,evening,5.717396466
1194,69,60.39850912,69.5596006,1006,afternoon,16.15313252
1195,69,30.28701677,12.87456893,700,morning,14.16193958
1196,57,24.54762212,62.65416529,880,morning,54.11795746
1197,122,39.19321741,52.41428203,761,morning,3.851876003
1198,44,115.3740597,91.73907575,575,afternoon,16.85676007
1199,63,28.10491466,69.01500663,780,evening,37.27206298
1200,70,75.13744622,51.84786017,1369,morning,14.01330324
1201,74,34.84425202,62.42138922,919,evening,13.27598172
1202,79,48.22305078,44.34599527,701,evening,12.48539335
1203,99,52.49351297,50.84072894,1073,afternoon,43.0658338
1204,140,48.75789753,72.23449637,1406,evening,3.811275102
1205,74,51.13259922,7.834627243,1071,morning,58.28534837
1206,58,56.76298765,61.53355753,756,night,2.205680222
1207,104,20.12516038,8.821746795,666,night,11.52597053
1208,72,47.35612853,85.5076786,1211,morning,14.78201491
1209,84,48.88416818,94.24633807,1086,evening,15.00590325
1210,126,61.10146387,78.02025519,721,night,6.235619711
1211,92,44.37543298,71.80317222,754,night,27.72657566
1212,110,60.56984433,94.37473365,819,morning,18.13058976
1213,76,36.94445885,21.85283148,718,night,25.15026643
1214,50,38.95588523,22.88329456,760,afternoon,28.62872033
1215,116,56.23428821,48.10153654,567,morning,6.371159373
1216,77,29.42850501,0.746301903,556,evening,75.88130263
1217,47,38.7053461,96.50698911,775,night,53.17536979
1218,70,40.10628131,3.225244876,995,evening,52.87845138
1219,88,41.16069073,59.61119735,700,evening,22.7564246
1220,105,51.1457287,35.3973898,1291,evening,51.4529299
1221,105,32.1901042,10.29659458,784,afternoon,29.62433773
1222,102,62.51048533,2.461493598,1386,night,17.96539339
1223,123,44.56491087,26.24185457,676,night,41.88556422
1224,129,58.07652838,10.66840349,977,night,27.48446266
1225,106,25.44074753,94.0328582,925,evening,0.060470038
1226,100,0,24.47612877,1473,morning,174.3022543
1227,66,68.86072679,9.413193019,1375,night,16.85572719
1228,97,54.17518227,76.96820347,700,night,25.43990138
1229,58,60.931709,41.4252093,1161,afternoon,15.62304119
1230,45,76.35172223,84.36660071,808,morning,3.170896859
1231,126,31.20823691,83.84309686,1003,night,53.87483581
1232,99,13.82711073,99.23807524,1268,evening,34.42355359
1233,61,69.56312729,80.38279316,852,afternoon,52.897932
1234,63,63.04084147,21.41518426,1091,afternoon,19.8463242
1235,100,72.11980793,58.64483879,711,morning,47.06430912
1236,108,83.16950636,52.62500786,1207,night,47.94297731
1237,51,26.53167564,50.81896294,1035,night,12.29758244
1238,65,68.73707927,29.68074468,1193,night,0.12244484
1239,54,44.92802133,21.01408303,823,morning,58.93786993
1240,49,69.32610899,71.68949347,911,evening,6.123517754
1241,94,86.72000849,10.17617299,1052,afternoon,60.91113819
1242,114,50.54916766,4.961599601,1500,night,28.89352203
1243,53,35.08795576,38.12436315,935,night,30.2145822
1244,108,22.88145834,74.39254753,1139,night,8.519402768
1245,85,4.921729347,86.85330048,551,evening,15.45545782
1246,32,79.03523157,54.01269262,1071,afternoon,11.22300162
1247,122,80.29206233,83.99324227,734,night,6.334540562
1248,104,70.22918009,2.529121657,658,morning,38.6757157
1249,58,43.99409478,45.53694785,968,night,3.022580103
1250,100,65.74948401,13.33885368,875,evening,21.52116293
1251,96,56.11777872,58.27175204,1272,night,23.03666622
1252,63,26.7844747,92.09882494,892,afternoon,93.29154546
1253,126,72.97047271,0.719046327,1160,morning,61.06666578
1254,121,60.19387568,66.82210879,1247,morning,20.29983958
1255,96,64.72833451,79.23497183,705,evening,55.77208994
1256,31,56.52636055,74.44812736,1077,evening,46.90207475
1257,41,52.66910789,1.97690912,1330,afternoon,0.848788144
1258,112,57.06549141,17.38835744,750,night,76.58416266
1259,107,44.30317817,9.439932258,541,evening,34.93340693
1260,134,62.14081375,8.545419893,977,morning,33.43789225
1261,101,89.02608033,73.01841327,1094,evening,37.49856371
1262,85,59.25913872,42.47893561,1306,night,7.637551121
1263,114,72.33619286,72.48214199,1394,night,0.888191261
1264,94,26.38119961,36.0752417,1220,night,7.912849457
1265,78,66.26177014,11.70493083,818,night,47.48065797
1266,36,60.19723198,71.84521017,502,evening,27.28803222
1267,41,71.51039179,62.60572037,1106,night,13.44860752
1268,47,41.50751406,11.29761567,994,night,8.293136365
1269,116,69.69866292,92.43644116,1470,afternoon,48.25788247
1270,59,35.61409519,30.89208148,746,afternoon,18.36744076
1271,74,72.77229398,65.47300562,1423,morning,28.38272688
1272,113,74.14704746,3.198091823,1265,night,0.379517364
1273,98,27.8873611,44.30424325,727,morning,16.85998937
1274,66,57.28220221,96.43641995,540,evening,0.466644498
1275,136,45.60007838,88.65085865,762,afternoon,46.45428338
1276,119,59.74243754,22.13472542,1400,afternoon,8.600536901
1277,88,50.78993296,87.91303358,1046,night,5.486057018
1278,35,45.51493145,29.30701679,1480,morning,78.27091031
1279,66,38.36418858,85.22344336,878,afternoon,0.545152925
1280,39,78.83825798,72.92269301,1438,evening,6.61270502
1281,57,35.16544513,35.20526026,1411,afternoon,8.252236045
1282,73,39.09275812,91.07908935,508,morning,51.91495436
1283,50,24.88418824,48.52792946,732,afternoon,37.14490871
1284,43,67.12343673,31.76940714,478,afternoon,102.7110867
1285,73,70.74616731,27.96858573,888,morning,35.60926496
1286,95,57.85652922,93.9067115,1030,evening,8.088150703
1287,98,34.59898628,75.85809906,522,night,5.47574593
1288,126,15.91259228,34.98990968,1502,evening,42.24463235
1289,119,61.19528729,25.41684447,1250,morning,69.34979437
1290,35,67.97996297,21.16170424,580,night,72.8012284
1291,34,39.80254327,24.4492631,1352,afternoon,44.23366396
1292,44,51.49339597,11.09793914,1281,afternoon,47.44973575
1293,60,18.56928831,48.47349586,967,morning,32.57406021
1294,117,34.19793562,4.107216153,891,evening,39.93454409
1295,24,57.73453909,1.151464639,1413,evening,3.700621858
1296,20,47.90579518,61.80725931,987,evening,11.9788698
1297,70,53.78265398,8.847931865,1057,night,18.38014842
1298,30,72.78034839,84.52096129,980,evening,32.74818293
1299,113,25.15585449,10.67287785,1260,evening,16.2221419
1300,67,54.11591841,54.26689999,1007,evening,14.10001389
1301,31,36.3953282,67.55036423,896,night,24.87567304
1302,78,46.49804735,22.91555067,602,evening,15.04749744
1303,61,55.80654595,88.82641563,793,night,2.259197992
1304,32,24.69166403,48.13869019,1461,night,104.6191674
1305,113,36.9431116,31.53190951,1316,morning,78.17647613
1306,78,41.72259206,90.11286081,745,afternoon,1.193699862
1307,119,57.93815005,85.83402435,616,evening,22.59881275
1308,99,72.0199729,70.96274016,626,afternoon,37.42457424
1309,66,16.56918227,29.04824507,1192,night,28.2377067
1310,75,36.64893444,39.02063397,892,night,13.08020246
1311,110,47.06741073,68.97333626,819,morning,48.77849266
1312,70,46.99031366,18.52843244,638,night,28.6156634
1313,105,58.312785,49.51124719,618,morning,8.190910256
1314,126,25.1923164,73.77222627,1096,afternoon,28.34323079
1315,121,45.94450714,65.77129271,693,night,9.633909652
1316,29,41.7586093,71.99330837,1286,morning,27.17906423
1317,73,64.43628788,89.19192299,840,night,43.35820762
1318,98,51.48180803,96.82866515,1162,morning,10.80947761
1319,87,41.11400482,45.83835127,1245,morning,9.960379739
1320,106,74.35888968,5.998184601,1243,afternoon,38.91582618
1321,63,39.4022976,83.43503234,542,evening,21.30086929
1322,54,34.01795184,11.79659332,614,afternoon,4.482875622
1323,51,61.78088232,21.94443789,1065,night,23.66962287
1324,90,40.48976731,65.31674537,1253,evening,32.64878649
1325,104,51.31461847,74.57352441,1019,night,20.27783236
1326,48,84.64042148,69.46472487,701,afternoon,29.35785231
1327,108,40.20570834,43.84921942,866,night,13.61702805
1328,49,30.67844073,91.80670585,1149,evening,63.06631157
1329,49,45.69913211,83.21962692,1392,morning,8.231701752
1330,55,43.85274232,66.36825902,857,morning,9.911227755
1331,76,65.3312453,44.10756824,1250,night,44.57148759
1332,39,22.63941841,46.38259332,779,afternoon,1.787991469
1333,114,103.7529531,17.59666424,1317,evening,131.1746368
1334,112,35.59684977,77.97049971,642,night,29.74782726
1335,57,60.50918292,86.59633825,1378,morning,49.42118256
1336,39,68.68835218,82.72816609,983,night,26.308052
1337,64,53.83142068,54.7097948,1171,morning,46.29966987
1338,96,62.38520147,83.79411415,871,night,17.08541804
1339,125,51.41281043,79.04088335,1502,afternoon,25.79323491
1340,115,62.64437293,83.23593131,616,afternoon,32.53457733
1341,105,41.49853139,98.19333308,1201,morning,69.66175796
1342,113,36.92747486,81.00000344,1029,afternoon,1.061745976
1343,102,14.39739762,27.06899657,1132,night,3.459298755
1344,35,58.70457282,82.08629163,1247,morning,35.19808244
1345,71,43.13594351,37.5635106,656,morning,12.66441393
1346,109,57.48036001,51.61922177,696,morning,33.97105896
1347,32,43.65358515,79.63995271,568,afternoon,7.752921893
1348,121,74.81205223,31.67188327,1229,afternoon,29.68674039
1349,127,46.71330723,2.608314427,1036,evening,19.50925112
1350,109,37.56919999,71.8144523,1352,night,3.934660482
1351,102,42.02876154,90.21741198,1157,evening,79.53327798
1352,68,60.02524263,92.78884483,828,morning,47.13509217
1353,37,108.3867862,79.89101833,498,night,45.57077197
1354,81,77.42857584,93.51428581,634,afternoon,35.81325633
1355,71,25.84436101,82.06560924,943,evening,0.647382614
1356,130,54.72501728,3.009904861,1426,evening,21.0730432
1357,45,34.32016167,34.96554255,729,morning,41.7043291
1358,49,42.12225344,33.61063274,1197,night,7.329062817
1359,53,43.8802309,21.91643485,728,night,28.6558466
1360,63,48.27627778,79.79370301,1182,morning,79.55698762
1361,130,67.56159902,52.00898455,728,afternoon,41.94272707
1362,104,44.76727605,83.62893841,742,night,23.79824836
1363,52,53.35469594,60.13492901,1170,evening,11.12861952
1364,126,49.83747505,59.06093456,717,morning,30.36245069
1365,27,36.02836568,38.41484533,1308,evening,37.59528853
1366,49,39.18057314,78.96029209,1352,afternoon,30.4642866
1367,86,37.81553309,68.30916631,598,afternoon,42.24622675
1368,74,63.26439889,33.87518482,1473,night,9.823772374
1369,109,42.56934645,99.35733094,940,evening,21.26678213
1370,86,85.37773099,46.27891984,1107,afternoon,23.86680089
1371,110,34.34562295,31.65901949,1396,morning,2.825529554
1372,130,34.29787164,68.77930561,1096,afternoon,5.827370676
1373,41,28.64802094,22.28074301,1054,afternoon,10.98542657
1374,77,47.85864427,83.06440725,1101,night,1.468023477
1375,83,39.21715117,68.03635783,578,morning,7.981669224
1376,70,42.95268978,87.00653537,1155,afternoon,22.15417073
1377,82,70.48985851,32.90513629,1402,evening,23.40987984
1378,47,46.66480575,85.44255629,1024,morning,8.607557658
1379,41,42.49750976,50.09311428,1231,morning,87.8356036
1380,47,55.71635269,5.915627664,1339,evening,18.88639165
1381,134,53.73855635,19.41692674,1317,evening,30.42341508
1382,41,65.07901525,21.76491653,1061,night,0.924986177
1383,62,66.72889422,76.79909763,1376,morning,15.28390372
1384,43,59.05516162,20.31254138,1286,evening,23.43368162
1385,56,68.7535453,56.19172546,956,morning,11.23008429
1386,71,36.41674873,65.25420321,534,morning,5.639518374
1387,113,47.6109387,77.38573718,815,morning,6.73733117
1388,48,52.46627042,78.3880218,995,morning,18.85170346
1389,113,51.75249652,71.76038561,700,morning,2.209913596
1390,123,111.604963,21.31837955,1166,night,8.015252469
1391,57,71.95549425,54.34693129,816,morning,38.13960601
1392,119,71.20841388,29.01695816,813,morning,7.252217888
1393,52,44.2526489,77.50975578,1400,night,3.730691164
1394,52,48.66616945,74.80928109,1387,evening,2.624345873
1395,117,65.30589848,22.96475667,1307,evening,134.5636596
1396,94,80.05905748,64.13427217,1179,night,2.726073303
1397,92,32.91891203,5.842790234,1171,evening,17.04826509
1398,109,40.54446459,76.85484171,1027,morning,21.46621226
1399,119,46.02836131,78.02020644,555,evening,100.2109207
1400,74,55.19194856,34.70119108,829,afternoon,66.51954926
1401,32,65.45472428,80.62565462,1128,evening,8.141617472
1402,40,64.33473507,85.82975499,1102,night,2.655140826
1403,96,59.08175417,19.00578045,654,evening,17.2837111
1404,119,34.79724072,35.08951033,1001,evening,3.191314222
1405,32,46.5774014,26.10806766,692,night,61.46283102
1406,58,23.25376686,37.43583299,536,night,36.4990723
1407,54,69.57472655,44.69041588,658,morning,86.3579275
1408,38,50.67985193,50.9968746,1122,night,25.28089701
1409,120,26.71695093,3.510370196,696,afternoon,13.59675273
1410,96,97.06486097,5.516634912,1298,afternoon,20.8332962
1411,47,0,65.52346332,1400,night,5.258367952
1412,31,48.74579517,44.27413891,997,afternoon,18.65625071
1413,50,76.28927118,8.973760107,531,morning,199.540493
1414,56,40.29582887,38.62299146,718,night,35.18451234
1415,104,53.30917563,47.54948947,1178,evening,1.931565734
1416,70,59.57434656,63.5590103,656,morning,38.80242118
1417,126,4.253860778,11.83300648,1007,afternoon,3.182847709
1418,47,28.20360132,99.48043146,1207,morning,14.86060685
1419,92,48.79157236,47.47055356,874,afternoon,46.28848058
1420,35,48.35977368,68.07905741,1105,afternoon,4.112068162
1421,118,23.0720062,90.82181722,843,afternoon,10.39085159
1422,39,49.6013178,3.182336407,619,morning,6.517164108
1423,114,60.70560762,60.13589782,882,evening,61.228743
1424,115,75.79871466,54.03557415,1061,evening,4.802123485
1425,55,54.16546227,5.740680131,835,evening,23.02223913
1426,62,31.82652873,69.30277448,1499,evening,9.660541501
1427,43,61.44076894,22.07823805,697,evening,21.2330701
1428,130,63.78189705,70.18815868,1481,afternoon,5.494764116
1429,100,46.73001352,36.2629175,805,evening,42.51206773
1430,92,42.47343252,77.0126201,585,night,30.9099509
1431,116,40.83603528,94.17614432,633,afternoon,1.331921419
